fecha,nombre,area,circuito,estructura,lat,long,observaciones,apoyoTipo,apoyoCantidad,configuracion,disposicion,altura,característicasPlaca,avifauna,avifaunaEquipos,crucetaSup,crucetaInf,bayonetaTipo,bayonetaObservaciones,templeteCant,templeteAvifauna,aisladorTipo,aisladorA,aisladorB,aisladorC,dpsA,dpsB,dpsC,seccionador,equiposAdicionales,sptBajante,sptConexion,sptCantidad,sptEstado,"fotoPath,,,,,,",fotoPath_limpio,LATITUD NUEVO,LONGITUD NUEVO,CIRCUITO,Estructura,Nombre Imagen,Termografia,Imagen normal
5/28/2025 15:32,,akira,akira-akiranoreste,P-31C,4.3479548,-72.7127466,suspensión canadiense ,P,1.0,Suspensión,Canadiense,14.0,,No,,1.0,1,Sencilla,,,,Aislador,,,,,,,No,,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250528_153350_872321430646842312.jpg,,,,,,",JPEG_20250528_153350_872321430646842312.jpg,4.3479548,-72.7127466,,P-31C,Akira Norte - Akira NE,image33.png,image34.png
5/29/2025 15:19,,ponyo,ponyo-r4,P-32,4.3476984,-72.7335938,,P,1.0,Suspensión,Triangular,14.0,,No,,1.0,1,Sencilla,,,,Cadenas de aisladores,1.0,1.0,1.0,,,,No,,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_152125_6225871199875326994.jpg,,,,,,",JPEG_20250529_152125_6225871199875326994.jpg,4.346696554,-72.74802828,R4-PONYO,P-32,Ponyo - R4,image195.png,image196.png
5/29/2025 10:38,,ponyo,kitaro-ponyo,P-32B,4.344016,-72.724239,,P,1.0,Retención,Otro,12.0,1050.0,Sí,grapas,1.0,,Doble,,1.0,1.0,Aislador,,,,,,,No,linepost ,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_103933_5682650873446170000.jpg,,,,,,",JPEG_20250529_103933_5682650873446170000.jpg,4.348275613,-72.73077081,PONYO-KITARO,P-32B,Kitaro - Ponyo,image123.png,image124.png
5/28/2025 15:24,,akira,akira-akiranoreste,P-32C,4.3479548,-72.7127466,retención canadiense ,P,1.0,Retención,Canadiense,14.0,,Sí,grapas,1.0,1,Doble,,1.0,1.0,Aislador,,,,,,,No,,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250528_153144_6751221877868008008.jpg,,,,,,",JPEG_20250528_153144_6751221877868008008.jpg,4.3479548,-72.7127466,,P-32C,Akira Norte - Akira NE,image31.png,image32.png
5/29/2025 15:14,,ponyo,ponyo-r4,P-33,4.3476984,-72.7335938,Estructura en retención con cadena de aisladores de 8 discos en la fase de la mitad ,P,1.0,Retención,Triangular,14.0,,Sí,grapas y dps,1.0,,Doble,,2.0,2.0,Cadenas de aisladores,,,,1.0,1.0,1.0,No,3 dps,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_151852_8322066987814955636.jpg,,,,,,",JPEG_20250529_151852_8322066987814955636.jpg,4.345862018,-72.74773143,R4-PONYO,P-33,Ponyo - R4,image193.png,image194.png
5/28/2025 15:22,,akira,akira-akiranoreste,P-333C,4.3479548,-72.7127466,pullover con aisladores de 8 campanas ,P,1.0,Pullover,Canadiense,14.0,,Sí,grapas y puentes,,,Doble,,1.0,1.0,Aislador,,,,,,,No,,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250528_152430_6574704327574735840.jpg,,,,,,",JPEG_20250528_152430_6574704327574735840.jpg,4.3479548,-72.7127466,,,,,
5/29/2025 10:39,,ponyo,kitaro-ponyo,P-33B,4.344016,-72.724239,Estructura de paso con cruceta superior para 2 dps ,P,1.0,Otro,Otro,12.0,510.0,Sí,aisladores,1.0,1,Sencilla,,,,Pin,1.0,1.0,1.0,1.0,0.0,1.0,No,2 dps,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_104239_849312509971072331.jpg,,,,,,",JPEG_20250529_104239_849312509971072331.jpg,4.348338494,-72.73140517,PONYO-KITARO,,,,
5/29/2025 15:10,,ponyo,ponyo-r4,P-34,4.3476984,-72.7335938,,P,1.0,Suspensión,Triangular,14.0,1050.0,No,,1.0,1,Sencilla,,,,Cadenas de aisladores,1.0,1.0,1.0,,,,No,,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_151313_555379555086885976.jpg,,,,,,",JPEG_20250529_151313_555379555086885976.jpg,4.345034807,-72.74745052,R4-PONYO,P-34,Ponyo - R4,image191.png,image192.png
5/29/2025 10:43,,ponyo,kitaro-ponyo,P-34B,4.344016,-72.724239,Estructura de paso con 1 dps en fase de la mitad ,P,1.0,Otro,Canadiense,12.0,510.0,Sí,aisladores,1.0,,Sencilla,,,,Pin,1.0,1.0,1.0,0.0,1.0,0.0,No,1 dps,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_104720_1132207361445915588.jpg,,,,,,",JPEG_20250529_104720_1132207361445915588.jpg,4.348399418,-72.7320081,PONYO-KITARO,,,,
5/28/2025 15:17,,akira noreste,akira-akiranoreste,P-34C,4.3479548,-72.7127466,"terminal con derivación para subterranizar, con seccionadores monopolares y premoldeados , sin templete por vano flojo",P,1.0,Otro,Otro,14.0,1050.0,Sí,grapas y crucetas,1.0,2,Doble,bayonetas cortas ,,,Aislador,,,,1.0,1.0,1.0,Sí,seccionadores monopolares y dps,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250528_152226_1400267481695363927.jpg,,,,",JPEG_20250528_152226_1400267481695363927.jpg,4.3479548,-72.7127466,,P-34C,Akira Norte - Akira NE,image29.png,image30.png
5/29/2025 15:07,,ponyo,ponyo-r4,P-35,4.3476984,-72.7335938,,P,1.0,Suspensión,Triangular,14.0,1050.0,No,,1.0,1,Sencilla,,,,Aislador,1.0,1.0,1.0,,,,No,,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_150958_4995483252540070945.jpg,,,,,,",JPEG_20250529_150958_4995483252540070945.jpg,4.344210766,-72.74716981,R4-PONYO,P-35,Ponyo - R4,image189.png,image190.png
5/29/2025 10:47,,ponyo,kitaro-ponyo,P-35B,4.344016,-72.724239,,P,1.0,Otro,Otro,12.0,510.0,Sí,aisladores,1.0,,Sencilla,,,,Pin,1.0,1.0,1.0,,,,No,,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_105102_2441226171790178111.jpg,,,,,,",JPEG_20250529_105102_2441226171790178111.jpg,4.348459678,-72.73261427,PONYO-KITARO,P-35B,Kitaro - Ponyo,image125.png,image126.png
5/29/2025 15:01,,r4,ponyo-r4,P-36,4.3476984,-72.7335938,Estructura en retención con cadena de aisladores de 8 discos en la fase de la mitad ,P,1.0,Retención,Otro,14.0,1050.0,Sí,grapas,1.0,,Doble,,2.0,2.0,Cadenas de aisladores,,,,,,,No,linepost ,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_150700_4753569827215432871.jpg,,,,,,",JPEG_20250529_150700_4753569827215432871.jpg,4.34339679,-72.74689051,R4-PONYO,P-36,Ponyo - R4,image187.png,image188.png
5/29/2025 10:51,,ponyo,kitaro-ponyo,P-36B,4.344016,-72.724239,,P,1.0,Retención,Otro,12.0,1050.0,Sí,grapas,1.0,,Doble,,2.0,2.0,Cadenas de aisladores,,,,,,,No,linepost ,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_105511_4739705838980265817.jpg,,,,,,",JPEG_20250529_105511_4739705838980265817.jpg,4.348519941,-72.73321495,PONYO-KITARO,,,,
5/29/2025 14:55,,ponyo,ponyo-r4,P-37,4.3476984,-72.7335938,"Estructura en retención con derivación para cambio de ángulo, 1 dps de la mitad  ",P,1.0,Retención,Otro,16.0,1350.0,Sí,grapas y templetes,1.0,1,Doble,,3.0,3.0,Cadenas de aisladores,,,,0.0,1.0,0.0,No,linepost y 1 dps ,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_150143_7445427825552574936.jpg,,,,,",JPEG_20250529_150143_7445427825552574936.jpg,4.342411188,-72.74655174,R4-PONYO,P-37,Ponyo - R4,image185.png,image186.png
5/29/2025 10:55,,ponyo,kitaro-ponyo,P-37B,4.344016,-72.724239,"Estructura con tres niveles de crucetas para derivación a Ponyo 1, 2 y 3 y otro para continuar a R4",P,1.0,Retención,Otro,14.0,1350.0,Sí,grapas,2.0,1,Doble,,2.0,2.0,Cadenas de aisladores,,,,,,,No,linepost ,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_110138_1520293310393144995.jpg,,,,,",JPEG_20250529_110138_1520293310393144995.jpg,4.348419825,-72.73385437,PONYO 1-2-3,P-37B,Kitaro - Ponyo,image127.png,image128.png
5/29/2025 10:55,,ponyo,kitaro-ponyo,P-37B,4.344016,-72.724239,"Estructura con tres niveles de crucetas para derivación a Ponyo 1, 2 y 3 y otro para continuar a R4",P,1.0,Retención,Otro,14.0,1350.0,Sí,grapas,2.0,1,Doble,,2.0,2.0,Cadenas de aisladores,,,,,,,No,linepost ,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_110138_1520293310393144995.jpg,,,,,",JPEG_20250529_110138_1520293310393144995.jpg,4.348419825,-72.73385437,PONYO-KITARO,P-37B,Kitaro - Ponyo,image127.png,image128.png
5/29/2025 14:50,,ponyo,ponyo-r4,P-38,4.3476984,-72.7335938,Estructura en retención con cadena de aisladores de 8 discos en fase de la mitad y 2 dps en fases externas ,P,1.0,Retención,Otro,16.0,1050.0,Sí,grapas y dps,1.0,,Doble,,2.0,2.0,Cadenas de aisladores,,,,1.0,0.0,1.0,No,linepost ,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_145433_5558482283258642060.jpg,,,,,,",JPEG_20250529_145433_5558482283258642060.jpg,4.34241932,-72.74611483,R4-PONYO,P-38,Ponyo - R4,image183.png,image184.png
5/29/2025 11:25,,ponyo,kitaro-ponyo,P-38B,4.3476984,-72.7335938,"Estructura en retención con derivación a dos niveles, cruceta superior con cadenas de aisladores que llevan el circuito kitaro -ponyo y el circuito inferior es alimentación de ponyo y está con aisladores de distribución de 8 campanas y doble linepost en los puentes y la cruceta en bandera",P,1.0,Retención,Otro,14.0,1050.0,Sí,grapas,1.0,1,Doble,,2.0,,Cadenas de aisladores,,,,,,,No,linepost ,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_113213_3489566892022621792.jpg,,,,,",JPEG_20250529_113213_3489566892022621792.jpg,4.348928076,-72.73408474,PONYO-KITARO,P-38B,Kitaro - Ponyo,image135.png,image136.png
5/29/2025 14:47,,ponyo,ponyo-r4,P-39,4.3476984,-72.7335938,Estructura de paso con cruceta superior con cadena de aisladores en suspensión sin uso evidente ,P,1.0,Otro,Otro,14.0,1050.0,Sí,aisladores,1.0,1,Sencilla,,,,Pin,1.0,1.0,1.0,,,,No,cadena de aisladores en suspensión sin uso evidente ,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_145021_6184141875368580535.jpg,,,,,,",JPEG_20250529_145021_6184141875368580535.jpg,4.34243664,-72.7451248,R4-PONYO,P-39,Ponyo - R4,image181.png,image182.png
5/29/2025 11:39,,ponyo,kitaro-ponyo,P-39B,4.3476984,-72.7335938,Condiciones similares a la estructura 38b,P,1.0,Retención,Otro,14.0,1050.0,Sí,grapas y crucetas,1.0,1,Doble,,2.0,2.0,Cadenas de aisladores,,,,,,,No,linepost ,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_114353_5554892380199036354.jpg,,,,,,",JPEG_20250529_114353_5554892380199036354.jpg,4.349067813,-72.73442288,PONYO-KITARO,P-39B,Kitaro - Ponyo,image137.png,image138.png
5/29/2025 14:43,,ponyo,ponyo-r4,P-40,4.3476984,-72.7335938,Estructura de paso con cruceta superior con cadena de aisladores en suspensión sin uso evidente ,P,1.0,Otro,Otro,14.0,,Sí,aisladores,1.0,1,Sencilla,,,,Pin,1.0,1.0,1.0,,,,No,cadena de aisladores en suspensión sin uso evidente ,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_144743_3622816633804010688.jpg,,,,,,",JPEG_20250529_144743_3622816633804010688.jpg,4.342451053,-72.74441118,R4-PONYO,,,,
5/29/2025 11:54,,ponyo,ponyo-r4,P-40B,4.3476984,-72.7335938,"Estructura P-40b es una estructura de tres postes con dos juegos de pt y 1 de ct, con reconectador Noja y dos juegos de seccionadores monopolares ",P,1.0,Otro,Otro,14.0,,Sí,"grapas, crucetas y reconectador",3.0,2,Doble,Bayoneta solo en el poste de la mitad ,1.0,1.0,Cadenas de aisladores,,,,1.0,1.0,1.0,Sí,"Pt, ct, reconectador, seccionadores monopolares, linepost ",3.0,,,,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_132202_136793534350056513.jpg,JPEG_20250529_132202_136793534350056513.jpg,4.3476984,-72.7335938,,,,,
5/30/2025 11:54,,jacana sur,jacana-cabrestero,P-40J,,,,P,1.0,Suspensión,Canadiense,14.0,,No,,1.0,1,Sencilla,,,,Aislador,1.0,1.0,1.0,1.0,1.0,1.0,No,Dps,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_115423_4358307262369930293.jpg,,,,,,",JPEG_20250530_115423_4358307262369930293.jpg,4.375490553,-72.73718848,JAC-R4,,,,
5/29/2025 14:41,,ponyo,ponyo-r4,P-41,4.3476984,-72.7335938,Estructura de paso con cruceta superior con cadena de aisladores en suspensión sin uso evidente y 1 dps para la fase de la mitad ,P,1.0,Otro,Otro,14.0,1050.0,Sí,aisladores y dps,1.0,1,Sencilla,,,,Pin,1.0,1.0,1.0,0.0,1.0,0.0,No,cadena de aisladores en suspensión sin uso evidente y 1 dps ,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_144331_3450000803746010005.jpg,,,,,,",JPEG_20250529_144331_3450000803746010005.jpg,4.342465354,-72.74369975,R4-PONYO,P-41,Ponyo - R4,image179.png,image180.png
5/29/2025 11:46,,ponyo,kitaro-ponyo,P-41B,4.3476984,-72.7335938,Estructura en retención con cruceta inferior para seccionadores monopolares y subterranización,P,1.0,Retención,Otro,14.0,,Sí,grapas,1.0,1,Doble,,,,Cadenas de aisladores,,,,,,,Sí,linepost ,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_115428_8028929747988986950.jpg,,,,,,",JPEG_20250529_115428_8028929747988986950.jpg,4.3476984,-72.7335938,,P-41B,Kitaro - Ponyo,image139.png,image140.png
5/30/2025 11:47,,jacana,jacana-cabrestero,P-41J,,,,P,1.0,Pullover,Canadiense,14.0,,Sí,grapas,,,Doble,,3.0,,Aislador,2.0,2.0,2.0,,,,No,,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_115354_6768894522785762928.jpg,,,,,,",JPEG_20250530_115354_6768894522785762928.jpg,4.375880833,-72.73718292,JAC-R4,,,,
5/29/2025 14:35,,ponyo,ponyo-r4,P-42,,,,P,1.0,Retención,Otro,14.0,,Sí,grapas y templetes,1.0,,Doble,,3.0,3.0,Cadenas de aisladores,,,,1.0,0.0,1.0,No,2 dps y linepost ,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_144107_7264488766267989405.jpg,,,,,,",JPEG_20250529_144107_7264488766267989405.jpg,4.342480147,-72.74298692,R4-PONYO,P-42,Ponyo - R4,image177.png,image178.png
5/29/2025 11:02,,ponyo,ponyo1,P-42B,4.3480413,-72.7349726,Estructura indicada como Ponyo 1 es la P-42b,P,1.0,Retención,Otro,14.0,1050.0,Sí,grapas y puentes,1.0,,Doble,,2.0,2.0,Cadenas de aisladores,,,,1.0,0.0,1.0,No,2 dps,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_111155_8499497625990600369.jpg,,,,,,",JPEG_20250529_111155_8499497625990600369.jpg,4.3480413,-72.7349726,,P-42B,Kitaro - Ponyo,image129.png,image130.png
5/30/2025 11:44,,jacana sur,jacana-cabrestero,P-42J,,,,P,,Suspensión,Canadiense,14.0,,No,,1.0,1,Sencilla,,,,Aislador,1.0,1.0,1.0,,,,No,,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_114746_5397720418114933307.jpg,,,,,,",JPEG_20250530_114746_5397720418114933307.jpg,4.376477734,-72.73673854,JAC-R4,,,,
5/29/2025 14:31,,ponyo,ponyo-r4,P-43,4.3476984,-72.7335938,Estructura de paso con cruceta superior con cadena de aisladores en suspensión sin uso evidente ,P,1.0,Otro,Otro,14.0,1050.0,Sí,aisladores,1.0,1,Sencilla,,,,Pin,1.0,1.0,1.0,,,,No,cadena de aisladores en suspensión sin uso evidente ,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_143516_1989869781990899385.jpg,,,,,,",JPEG_20250529_143516_1989869781990899385.jpg,4.342807566,-72.74242175,R4-PONYO,P-43,Ponyo - R4,image173.png,image174.png
5/29/2025 14:31,,ponyo,ponyo-r4,P-43,4.3476984,-72.7335938,Estructura de paso con cruceta superior con cadena de aisladores en suspensión sin uso evidente ,P,1.0,Otro,Otro,14.0,1050.0,Sí,aisladores,1.0,1,Sencilla,,,,Pin,1.0,1.0,1.0,,,,No,cadena de aisladores en suspensión sin uso evidente ,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_143516_1989869781990899385.jpg,,,,,,",JPEG_20250529_143516_1989869781990899385.jpg,4.342807566,-72.74242175,R4-PONYO,P-43,Ponyo - R4,image175.png,image176.png
5/29/2025 11:12,,ponyo,kitaro-ponyo,P-43B,4.3480413,-72.7349726,Estructura indicada como Ponyo 2 - Tagueada como P-43b. Estructura de paso con 1 dps ,P,1.0,Otro,Canadiense,14.0,750.0,Sí,aisladores,1.0,,Sencilla,,,,Aislador,1.0,1.0,1.0,0.0,1.0,0.0,No,1 dps,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_111841_6509353774060614180.jpg,,,,,,",JPEG_20250529_111841_6509353774060614180.jpg,4.3480413,-72.7349726,,P-43B,Kitaro - Ponyo,image131.png,image132.png
5/30/2025 11:43,,jacana sur,jacana-cabrestero,P-43J,,,,P,1.0,Suspensión,Canadiense,14.0,,No,,1.0,1,Sencilla,,,,Aislador,1.0,1.0,1.0,,,,No,,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_114426_1511436755114077724.jpg,,,,,,",JPEG_20250530_114426_1511436755114077724.jpg,4.377058913,-72.73630977,JAC-R4,,,,
5/29/2025 14:27,,ponyo,ponyo-r4,P-44,4.3476984,-72.7335938,Estructura de paso con cruceta superior con cadena de aisladores en suspensión sin uso evidente y 1 dps en fase de la mitad ,P,1.0,Otro,Otro,14.0,1050.0,Sí,aisladores,1.0,,Sencilla,,,,Aislador,1.0,1.0,1.0,0.0,1.0,0.0,No,cadena de aisladores en suspensión sin uso evidente ,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_143100_2828500916098751842.jpg,,,,,,",JPEG_20250529_143100_2828500916098751842.jpg,4.343132501,-72.74185938,R4-PONYO,P-44,Ponyo - R4,image171.png,image172.png
5/29/2025 11:19,,ponyo,ponyo3,P-44B,4.3476984,-72.7335938,Estructura indicada como Ponyo 3 _ Tagueada como P-44b. Estructura en derivación hacia pórtico Ponyo 2 ,P,1.0,Otro,Otro,14.0,1050.0,Sí,grapas,2.0,,Doble,Bayonetas cortas ,1.0,0.0,Cadenas de aisladores,,,,,,,No,linepost ,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_112505_1066024139273866676.jpg,,,,,,",JPEG_20250529_112505_1066024139273866676.jpg,4.3476984,-72.7335938,,P-44B,Kitaro - Ponyo,image133.png,image134.png
5/30/2025 11:37,,jacana sur,jacana-cabrestero,P-44J,,,,P,1.0,Pullover,Canadiense,14.0,,Sí,grapas y puentes,,,Doble,,5.0,5.0,Aislador,2.0,2.0,2.0,,,,No,,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_114259_5408699572861250376.jpg,,,,,,",JPEG_20250530_114259_5408699572861250376.jpg,4.377482982,-72.7359913,JAC-R4,,,,
5/29/2025 14:22,,ponyo,ponyo-r4,P-45,4.3476984,-72.7335938,Estructura retención con cadena de aisladores de 8 discos en fase de la mitad y 2 dps en fases externas ,P,1.0,Retención,Otro,14.0,,Sí,grapas,1.0,,Doble,,3.0,3.0,Cadenas de aisladores,,,,1.0,0.0,1.0,No,2 dps y linepost ,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_142640_3569643057688721960.jpg,,,,,,",JPEG_20250529_142640_3569643057688721960.jpg,4.34345997,-72.74129345,R4-PONYO,P-45,Ponyo - R4,image169.png,image170.png
5/30/2025 11:28,,jacana,jacana-cabrestero,P-45J,,,,P,1.0,Pullover,Canadiense,14.0,,Sí,grapas y puentes,,,Doble,,3.0,3.0,Aislador,2.0,2.0,2.0,,,,No,,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_113731_7709759810339159127.jpg,,,,,,",JPEG_20250530_113731_7709759810339159127.jpg,4.378021322,-72.73659279,JAC-R4,,,,
5/29/2025 14:19,,ponyo,ponyo-r4,P-46,4.3476984,-72.7335938,Estructura de paso con cruceta superior con cadena de aisladores en suspensión sin uso evidente ,P,1.0,Otro,Otro,14.0,1050.0,Sí,aisladores,1.0,1,Sencilla,,,,Pin,1.0,1.0,1.0,,,,No,Cadena de aisladores en suspensión sin uso evidente ,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_142245_3392926549090818085.jpg,,,,,,",JPEG_20250529_142245_3392926549090818085.jpg,4.343755251,-72.74094128,R4-PONYO,P-46,Ponyo - R4,image167.png,image168.png
5/30/2025 11:24,,jacana,jacana-cabrestero,P-46J,,,,P,1.0,Pullover,Canadiense,14.0,,Sí,grapas y puentes,,,Doble,,3.0,3.0,Aislador,2.0,2.0,2.0,,,,No,,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_112831_3438441797989070321.jpg,,,,,,",JPEG_20250530_112831_3438441797989070321.jpg,4.378266703,-72.73668321,JAC-R4,,,,
5/30/2025 11:20,,jacana,jacana-cabrestero,P-47J,4.3831619,-72.7334604,,P,1.0,Pullover,Canadiense,14.0,,Sí,grapas y puentes,,,Doble,,3.0,3.0,Aislador,2.0,2.0,2.0,,,,No,,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_112359_6341922374519582543.jpg,,,,,,",JPEG_20250530_112359_6341922374519582543.jpg,4.378499728,-72.73663936,JAC-R4,,,,
5/29/2025 14:09,,ponyo,ponyo-r4,P-48,4.3476984,-72.7335938,Estructura de paso con cruceta superior con cadena de aisladores sin uso evidente ,P,1.0,Otro,Otro,14.0,1050.0,Sí,aisladores,1.0,1,Sencilla,,,,Pin,1.0,1.0,1.0,,,,No,Cadena de aisladores sin uso evidente ,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_141356_7845289115660867384.jpg,,,,,,",JPEG_20250529_141356_7845289115660867384.jpg,4.344430423,-72.74019317,R4-PONYO,P-48,Ponyo - R4,image163.png,image164.png
5/30/2025 11:17,,jacana,jacana-cabrestero,P-48J,4.3831619,-72.7334604,,P,1.0,Pullover,Canadiense,14.0,,Sí,grapas y puentes,,,Doble,,2.0,,Aislador,2.0,2.0,2.0,,,,No,Linepost ,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_111955_4235251424516012263.jpg,,,,,,",JPEG_20250530_111955_4235251424516012263.jpg,4.379155667,-72.73617963,JAC-R4,,,,
5/29/2025 14:06,,ponyo,ponyo-r4,P-49,4.3476984,-72.7335938,"Estructura en retención usada como paso, con 2 dps",P,1.0,Retención,Otro,14.0,1050.0,Sí,grapas,1.0,,Doble,,1.0,1.0,Cadenas de aisladores,,,,1.0,0.0,1.0,No,linepost y 2 dps ,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_140847_3376746353878817317.jpg,,,,,",JPEG_20250529_140847_3376746353878817317.jpg,4.344808208,-72.73979837,R4-PONYO,P-49,Ponyo - R4,image161.png,image162.png
5/30/2025 11:13,,jacana,jacana-cabrestero,P-49J,,,,P,1.0,Suspensión,Canadiense,14.0,,Sí,dps,1.0,1,Sencilla,,,,Aislador,1.0,1.0,1.0,1.0,1.0,1.0,No,Dps,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_111652_1987820120212464150.jpg,,,,,,",JPEG_20250530_111652_1987820120212464150.jpg,4.379794611,-72.73567712,JAC-R4,,,,
5/29/2025 14:02,,ponyo,ponyo-r4,P-50,4.3476984,-72.7335938,,P,1.0,Retención,Otro,14.0,1050.0,Sí,grapas,1.0,,Doble,,1.0,1.0,Cadenas de aisladores,,,,,,,No,linepost ,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_140423_3866846708211845347.jpg,,,,,,",JPEG_20250529_140423_3866846708211845347.jpg,4.345283093,-72.73933598,R4-PONYO,P-50,Ponyo - R4,image159.png,image160.png
5/30/2025 11:09,,jacana,jacana-cabrestero,P-50J,,,,P,1.0,Suspensión,Canadiense,14.0,,No,,1.0,1,Sencilla,,,,Aislador,1.0,1.0,1.0,,,,No,,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_111303_4881503745135360132.jpg,,,,,,",JPEG_20250530_111303_4881503745135360132.jpg,4.380421506,-72.73518312,JAC-R4,,,,
5/29/2025 13:59,,ponyo,ponyo-r4,P-51,4.3476984,-72.7335938,Estructura en retención usada como de paso ,P,1.0,Retención,Otro,14.0,,Sí,grapas,1.0,,Doble,,,,Cadenas de aisladores,,,,,,,No,linepost ,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_140207_2599217621221603712.jpg,,,,,,",JPEG_20250529_140207_2599217621221603712.jpg,4.345820805,-72.7389843,R4-PONYO,P-51,Ponyo - R4,image157.png,image158.png
5/30/2025 11:07,,jacana,jacana-cabrestero,P-51J,4.3831619,-72.7334604,,P,1.0,Suspensión,Canadiense,14.0,,No,,1.0,1,Sencilla,,,,Aislador,1.0,1.0,1.0,,,,No,,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_110939_402546036774440462.jpg,,,,,,",JPEG_20250530_110939_402546036774440462.jpg,4.381074027,-72.73466888,JAC-R4,P-51J,R4 - Jacana,image275.png,image276.png
5/29/2025 13:56,,ponyo,ponyo-r4,P-52,4.3476984,-72.7335938,Estructura en retención ,P,1.0,Retención,Otro,14.0,,Sí,grapas y dps,1.0,,Doble,,,,Cadenas de aisladores,,,,1.0,0.0,1.0,No,2 dps y linepost ,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_135923_6799626718709450806.jpg,,,,,,",JPEG_20250529_135923_6799626718709450806.jpg,4.346151123,-72.73852971,R4-PONYO,P-52,Ponyo - R4,image155.png,image156.png
5/29/2025 13:51,,ponyo,ponyo-r4,P-53,4.3476984,-72.7335938,Estructura en retención con Cadena de aisladores de 7 discos únicamente en un costado del circuito de la mitad para mantener espacio al dps,P,1.0,Retención,Otro,14.0,1050.0,Sí,grapas,1.0,,Doble,,1.0,,Cadenas de aisladores,,,,0.0,1.0,0.0,No,linepost ,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_135603_7718619326095945896.jpg,,,,,,",JPEG_20250529_135603_7718619326095945896.jpg,4.34636285,-72.73803963,R4-PONYO,P-53,Ponyo - R4,image153.png,image154.png
